Match type,Repository,Repository external URL,File path,File URL,Path matches [path [start end]],Chunk matches [line [start end]]
content,github.com/qnzhou/MshIO,https://sourcegraph.com/github.com/qnzhou/MshIO,setup.py,https://sourcegraph.com/github.com/qnzhou/MshIO/-/blob/setup.py,"[setup.py, [[0, 8]]]","[3, [[9, 16]]]"
content,github.com/terrierteam/pyterrier_pisa,https://sourcegraph.com/github.com/terrierteam/pyterrier_pisa,setup.py,https://sourcegraph.com/github.com/terrierteam/pyterrier_pisa/-/blob/setup.py,"[setup.py, [[0, 8]]]","[5, [[5, 12]]]; [6, [[7, 14]]]; [11, [[18, 25]]]; [18, [[100, 107]]]"
content,github.com/scikit-build/scikit-build-sample-projects,https://sourcegraph.com/github.com/scikit-build/scikit-build-sample-projects,projects/hello-pybind11/setup.py,https://sourcegraph.com/github.com/scikit-build/scikit-build-sample-projects/-/blob/projects/hello-pybind11/setup.py,"[projects/hello-pybind11/setup.py, [[24, 32]]]","[0, [[5, 12]]]"
content,github.com/tmontaigu/CloudCompare-PythonPlugin,https://sourcegraph.com/github.com/tmontaigu/CloudCompare-PythonPlugin,wrapper/pycc/setup.py,https://sourcegraph.com/github.com/tmontaigu/CloudCompare-PythonPlugin/-/blob/wrapper/pycc/setup.py,"[wrapper/pycc/setup.py, [[13, 21]]]","[0, [[5, 12]]]"
content,github.com/Kitware/DIVA,https://sourcegraph.com/github.com/Kitware/DIVA,python/setup.py,https://sourcegraph.com/github.com/Kitware/DIVA/-/blob/python/setup.py,"[python/setup.py, [[7, 15]]]","[2, [[5, 12]]]"
content,github.com/PearCoding/Ignis,https://sourcegraph.com/github.com/PearCoding/Ignis,src/frontend/python/setup.py.in,https://sourcegraph.com/github.com/PearCoding/Ignis/-/blob/src/frontend/python/setup.py.in,"[src/frontend/python/setup.py.in, [[20, 28]]]","[7, [[9, 16]]]"
content,github.com/scikit-build/scikit-build-sample-projects,https://sourcegraph.com/github.com/scikit-build/scikit-build-sample-projects,projects/tower-of-babel/setup.py,https://sourcegraph.com/github.com/scikit-build/scikit-build-sample-projects/-/blob/projects/tower-of-babel/setup.py,"[projects/tower-of-babel/setup.py, [[24, 32]]]","[0, [[5, 12]]]; [5, [[37, 44]]]"
content,github.com/KitwareMedical/ITKMorphologicalContourInterpolation,https://sourcegraph.com/github.com/KitwareMedical/ITKMorphologicalContourInterpolation,setup.py,https://sourcegraph.com/github.com/KitwareMedical/ITKMorphologicalContourInterpolation/-/blob/setup.py,"[setup.py, [[0, 8]]]","[5, [[9, 16]]]"
content,github.com/nv-legate/legate.core,https://sourcegraph.com/github.com/nv-legate/legate.core,examples/hello/setup.py,https://sourcegraph.com/github.com/nv-legate/legate.core/-/blob/examples/hello/setup.py,"[examples/hello/setup.py, [[15, 23]]]","[20, [[5, 12]]]"
content,github.com/tdegeus/cppcolormap,https://sourcegraph.com/github.com/tdegeus/cppcolormap,setup.py,https://sourcegraph.com/github.com/tdegeus/cppcolormap/-/blob/setup.py,"[setup.py, [[0, 8]]]","[3, [[5, 12]]]"
